"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1322584239045550080","https://twitter.com/OldTechAdverts/status/1322584239045550080","A C compiler from HiSoft for the #Amstrad computer. Even has a C interpreter. HiSoft calls it direct mode, exactly like BASIC. Obviously targeting the BASIC coder.
https://t.co/FSmbRIZ21u
#RetroComputing #coder https://t.co/eMBSkeAtNl","2020-10-31 17:00 +0000","390.0","18.0","0.046153846153846156","3.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","9","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322523927231537153","https://twitter.com/OldTechAdverts/status/1322523927231537153","Floppy disk storage boxes. I was the librarian for the local computer club, the were boxes and boxes of these to deal with. Glad we had them to keep the floppies safe.
https://t.co/9QRlu8Ljiq
#RetroComputing https://t.co/UB79I5FyZ2","2020-10-31 13:00 +0000","586.0","62.0","0.10580204778156997","3.0","2.0","19.0","0.0","0.0","0.0","10.0","0.0","0","0","0","0","0","28","28","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322474660223746048","https://twitter.com/OldTechAdverts/status/1322474660223746048","@trusteft That was unexpected. 😂","2020-10-31 09:45 +0000","48.0","1.0","0.020833333333333332","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322470930111696896","https://twitter.com/OldTechAdverts/status/1322470930111696896","Are you a touch typist, or a search and peck typist? I am a mixture.
 Here is one of many typing tutors available.
https://t.co/Lzc25FghCu
#RetroComputing https://t.co/QOO1cfauev","2020-10-31 09:30 +0000","333.0","34.0","0.1021021021021021","0.0","2.0","6.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","25","25","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322461588981514240","https://twitter.com/OldTechAdverts/status/1322461588981514240","@licenceware I am sure the schools got a nice discount from Apricot just to get them in. Your right about Sanyo, never even knew they made a PC clone.","2020-10-31 08:53 +0000","30.0","1.0","0.03333333333333333","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322448327196184576","https://twitter.com/OldTechAdverts/status/1322448327196184576","West One Galaxy offering Apricot or Sanyo PC clones. Apricot is targeting the big business, and the Sanyo is aiming at the smaller ones. Apricot is double the price of the Sanyo.
https://t.co/nIVZWdZJdB
#RetroComputing https://t.co/Pm5SWdQsgj","2020-10-31 08:00 +0000","422.0","27.0","0.06398104265402843","2.0","1.0","3.0","0.0","0.0","0.0","6.0","0.0","0","0","0","0","0","15","15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322424954592366594","https://twitter.com/OldTechAdverts/status/1322424954592366594","@eevblog 640k of RAM was enough.","2020-10-31 06:27 +0000","83.0","2.0","0.024096385542168676","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322357718171136001","https://twitter.com/OldTechAdverts/status/1322357718171136001","Back in 1985, the only place for home computers to do their backup was to floppies. CLIP does the backup as well as compressing it.
https://t.co/ynQN2GdUoC
#RetroComputing https://t.co/tBC4OiZI3g","2020-10-31 02:00 +0000","401.0","54.0","0.13466334164588528","2.0","0.0","3.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","45","45","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322306997597982722","https://twitter.com/OldTechAdverts/status/1322306997597982722","@_Goblin @theretrobyte Its not. Its better.","2020-10-30 22:38 +0000","64.0","5.0","0.078125","0.0","1.0","1.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322304973586259968","https://twitter.com/OldTechAdverts/status/1322304973586259968","Came across and thought that I share it here. About 7000 DOS games. Ready to run in DosBOX. #retrocomputing #dosgames #retrogames 

https://t.co/8HVcjafbFT","2020-10-30 22:30 +0000","393.0","21.0","0.05343511450381679","0.0","1.0","4.0","0.0","8.0","0.0","8.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322260131594338311","https://twitter.com/OldTechAdverts/status/1322260131594338311","@pablovbv @toshiba I actually like the form factor of this portable computer.","2020-10-30 19:32 +0000","11.0","1.0","0.09090909090909091","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322259260319899650","https://twitter.com/OldTechAdverts/status/1322259260319899650","@HeartofNeon1 @GaletoKedir @Tiernan_the_dev @wiratoken @Omg_Police @LittleGhost2021 @Michell43628459 @ThePoorDolphin @ClaymoreTTV @FlamingGaymer_ @Justdabn @grimmloc9er9er @games_beaver @HypeSpeedGaming Thanks mate! Have a great weekend.","2020-10-30 19:29 +0000","120.0","5.0","0.041666666666666664","0.0","0.0","4.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322258930714685440","https://twitter.com/OldTechAdverts/status/1322258930714685440","The votes are tallied and the winner is a nostalgic trip. 😃 

Thanks for all that voted and commented. #retrocomputing https://t.co/HhqD7fEWm8","2020-10-30 19:27 +0000","284.0","5.0","0.017605633802816902","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322222054771462145","https://twitter.com/OldTechAdverts/status/1322222054771462145","The @Toshiba portable computer. It weights 9lb. The advert is also pushing for folks to work from home, away from the usual distractions. 
https://t.co/vHD4iJnFT5
#retrocomputing https://t.co/O6TJHMJRC9","2020-10-30 17:01 +0000","402.0","46.0","0.11442786069651742","2.0","1.0","7.0","0.0","1.0","0.0","3.0","0.0","0","0","0","0","0","32","32","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322161654319271939","https://twitter.com/OldTechAdverts/status/1322161654319271939","What did Napolean hide under his tunic? Civilization from Sid Meier! 
@micro_prose Civilisation for the German Market. All the text are translated to German as well!
https://t.co/uUeVwbbXtZ
#RetroGames https://t.co/in0QPSLrT7","2020-10-30 13:01 +0000","383.0","25.0","0.06527415143603134","2.0","0.0","3.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","17","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322108599188017152","https://twitter.com/OldTechAdverts/status/1322108599188017152","Harpoon - Warship Sim from Electronic Arts. Over the Mediterranean, Indian Ocean and Persian Gulf. For Amiga and IBM PC computers.
https://t.co/GNzYH2TslO
#RetroGames #warsim https://t.co/NwxulLSVXH","2020-10-30 09:30 +0000","390.0","34.0","0.08717948717948718","1.0","2.0","7.0","0.0","3.0","0.0","2.0","0.0","0","0","0","0","0","19","19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1322085946033119233","https://twitter.com/OldTechAdverts/status/1322085946033119233","Gremlin with Space Crusade for the #Amiga and #Commodore64. Published by Rushware in Germany by in 2001. Who thinks this looks like Duke in a space suit?
https://t.co/YoPpfLqmIk
#RetroGames https://t.co/dHCNNGLdme","2020-10-30 08:00 +0000","843.0","108.0","0.12811387900355872","4.0","7.0","24.0","0.0","2.0","0.0","18.0","0.0","0","0","0","0","0","53","53","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
