"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1311413212097794049","https://twitter.com/OldTechAdverts/status/1311413212097794049","@16bitnostalgia Back then, an image file would be 64Kbytes max. :-)","2020-09-30 21:10 +0000","114.0","5.0","0.043859649122807015","0.0","0.0","2.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311412415100321793","https://twitter.com/OldTechAdverts/status/1311412415100321793","@Brazbit That's a great range of applications. I saw the one from Dave Small. Did he also created the Spectre cartridge for running Mac software on the Atari ST?","2020-09-30 21:07 +0000","32.0","3.0","0.09375","0.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311411417862594560","https://twitter.com/OldTechAdverts/status/1311411417862594560","@stephencass You are right. That is hilarious! 
Sir Clive - ""I want to be able clean the keyboard with a set cloth"" 
Engineer - ""Got it. Let's replace the keyboard with sheet of plastic""","2020-09-30 21:03 +0000","53.0","6.0","0.11320754716981132","0.0","0.0","3.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311409103118520323","https://twitter.com/OldTechAdverts/status/1311409103118520323","Here is an other advert for #HP41 with an engineer using it. Look at the drawing on his wall! 
https://t.co/HB6SiIPmFd 
#retroelectronics #hpcalculators #calculators @HP https://t.co/M2xxqK7c7d","2020-09-30 20:54 +0000","349.0","38.0","0.10888252148997135","3.0","1.0","4.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","27","27","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311407447198793729","https://twitter.com/OldTechAdverts/status/1311407447198793729","@RandyMongenel That's pretty cool. Looks like a very clean design.
Did Atari ever have any products for the slots?","2020-09-30 20:47 +0000","39.0","4.0","0.10256410256410256","0.0","1.0","0.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311403059839471616","https://twitter.com/OldTechAdverts/status/1311403059839471616","The #zx80 from Sinclair. Reading through the advert, I am amazed that there is not one word about the keyboard. Surely it is one of its key features.
 https://t.co/CFqCk9cRv6
#retrocomputing #ZXSpectrum #8bitlove https://t.co/SJ7cWeD17V","2020-09-30 20:30 +0000","2089.0","128.0","0.061273336524652944","9.0","3.0","26.0","11.0","4.0","4.0","31.0","0.0","0","0","0","0","0","40","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311401454960349184","https://twitter.com/OldTechAdverts/status/1311401454960349184","#Atari800 with its memory slot exposed. Was there clever usages of these slots other than for memory cartridges?
https://t.co/mm430LTq5d
#retrocomputing #atari #8bitlove https://t.co/QUxR4QTqN1","2020-09-30 20:24 +0000","937.0","98.0","0.10458911419423693","4.0","3.0","19.0","1.0","6.0","2.0","21.0","0.0","0","0","0","0","0","42","42","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311397626504454145","https://twitter.com/OldTechAdverts/status/1311397626504454145","#HP41 calculators are stuff of engineering legends. Here is an advert for the HP41C and its new version, the HP41CV.
https://t.co/HB6SiIPmFd
#retroelectronics #hpcalculators #calculators @HP https://t.co/04Dd4LK6eR","2020-09-30 20:08 +0000","281.0","12.0","0.042704626334519574","2.0","0.0","2.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","5","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311375469053444100","https://twitter.com/OldTechAdverts/status/1311375469053444100","@drizham Have to agree with you. This was pretty much on the bleeding edge.","2020-09-30 18:40 +0000","14.0","1.0","0.07142857142857142","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311340836446244865","https://twitter.com/OldTechAdverts/status/1311340836446244865","@CommodoreBlog G'day https://t.co/P28kPqH9GG","2020-09-30 16:23 +0000","69.0","2.0","0.028985507246376812","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","13","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
